timetofinishline,timestamp
0.743555,11/30/2017 18:07:01
0.7489783,11/30/2017 18:09:24
0.7588994,11/30/2017 18:17:16
0.7264723,11/30/2017 18:17:56
0.7575563,11/30/2017 18:19:05
0.758543,11/30/2017 18:19:10
0.7347754,11/30/2017 18:19:44
37.11999,11/30/2017 18:20:21
25.15667,11/30/2017 18:22:42
79.53457,11/30/2017 18:29:05
